date,symbol,named_event,n_bars,n_grid,has0930,y_open,y_high,y_low,y_close,y_ret,hf_open,hf_high,hf_low,hf_close,capture,high_bp_scalefree,low_bp_scalefree,zero_range_bars
2009-11-05,IWM,False,75.0,78.0,True,56.9900016784668,58.16999816894531,56.77000045776367,58.040000915527344,0.0318222384982638,48.94,49.92,48.75,49.82,0.9736037175282143,-2.320415020280464,4.131914938694248,0.0
2010-02-04,IWM,False,75.0,78.0,True,60.65999984741211,60.68000030517578,58.9900016784668,59.040000915527344,-0.0333988352058325,52.27,52.29,50.84,50.88,0.9955908657623648,-0.6373251130453728,0.6075846582787037,0.0
2010-05-04,IWM,False,78.0,78.0,True,72.19000244140625,72.19999694824219,70.52999877929688,70.95999908447266,-0.0313950721361002,62.35,62.37,60.9,61.3,1.0189537371449313,-0.19130752501261838,-4.683673212909634,0.0
2010-05-06,IWM,True,74.0,78.0,False,69.41999816894531,70.19000244140625,63.36000061035156,67.30000305175781,-0.0374713270280255,60.2,60.62,56.74,58.11,0.6579230681955057,2.415311777159701,371.4234725173515,0.0
2010-05-10,IWM,False,74.0,77.0,True,68.55000305175781,69.05999755859375,67.69999694824219,69.02999877929688,0.0561505222563303,59.23,59.62,58.64,59.3,0.838822642142295,49.5955876652765,82.9702284623246,0.0
2010-05-12,IWM,False,77.0,78.0,True,69.8499984741211,71.69999694824219,69.79000091552734,71.62000274658203,0.030651963567307,60.33,61.95,60.28,61.9,1.0116439538624762,-3.088260418618871,-6.359468599979046,0.0
2010-05-20,IWM,False,77.0,78.0,True,65.7699966430664,66.12000274658203,64.08000183105469,64.12000274658203,-0.0506366319601139,56.83,57.11,55.39,55.43,0.9753191202907195,-8.563078297539883,-0.9784735757067953,0.0
2010-05-27,IWM,False,73.0,76.0,True,65.95999908447266,67.13999938964844,64.3499984741211,67.11000061035156,0.0428904771045244,56.96,57.81,56.5,57.81,0.5450686741755654,-4.468093471787782,192.5812067818078,0.0
2010-06-01,IWM,False,78.0,78.0,True,65.5999984741211,66.47000122070312,64.19000244140625,64.23999786376953,-0.0303396548864975,56.67,57.4,55.48,55.52,0.9743672418873471,-8.233737482878922,0.5784394784003055,0.0
2010-06-04,IWM,False,78.0,78.0,True,65.11000061035156,65.69999694824219,63.369998931884766,63.560001373291016,-0.0502091585115064,56.24,56.75,54.73,54.91,1.0035251760378128,-1.5432878530019511,-2.896173932145363,0.0
2010-06-10,IWM,False,75.0,78.0,True,63.02999877929688,64.08000183105469,62.79999923706055,64.06999969482422,0.0345551328774915,54.43,55.39,54.25,55.37,1.0305621787663528,2.050617855844372,-4.136832614478614,0.0
2010-06-29,IWM,False,74.0,78.0,True,63.220001220703125,63.220001220703125,61.380001068115234,61.83000183105469,-0.0378151295423895,54.59,54.59,53.04,53.43,0.974827841493003,-7.533991397218331,-0.2139327168781957,0.0
2010-07-07,IWM,False,78.0,78.0,True,59.220001220703125,61.150001525878906,58.9900016784668,61.09999847412109,0.0348915570231973,51.32,53.09,51.28,53.03,0.965482545262544,3.127984756370328,15.881559851296245,0.0
2010-07-13,IWM,False,75.0,78.0,True,63.08000183105469,64.44000244140625,62.84000015258789,64.19999694824219,0.0316567157399509,54.65,55.87,54.44,55.67,1.0306927463921767,-1.4526120745794735,-9.304439353734484,0.0
2010-07-16,IWM,False,77.0,78.0,True,62.90999984741211,63.040000915527344,60.88999938964844,61.06999969482422,-0.0364468497059258,54.51,54.62,52.78,52.96,0.9868678396081864,-8.851214665750451,-4.526834202506214,0.0
2010-07-22,IWM,False,72.0,78.0,True,62.18000030517578,63.65999984741211,62.16999816894531,63.41999816894531,0.0355975903123635,53.89,55.2,53.88,54.99,1.0217147874338093,0.34424137115962594,-4.85179830284177,0.0
2010-08-11,IWM,False,70.0,78.0,True,63.33000183105469,63.33000183105469,61.90999984741211,62.08000183105469,-0.0393067286841254,54.89,54.89,53.67,53.83,0.9908278858299376,-4.349294730168207,-2.345285744246306,0.0
2010-09-01,IWM,False,77.0,78.0,True,61.22999954223633,62.54999923706055,61.02000045776367,62.5099983215332,0.0387171486298085,53.1,54.17,52.9,54.16,0.9580396164292918,-4.549830211297845,5.857120247352299,0.0
2010-09-24,IWM,False,75.0,78.0,True,65.79000091552734,67.05999755859375,65.69000244140625,66.98999786376953,0.0325215890825334,57.13,58.27,57.07,58.17,1.0087257954992528,6.73467909651837,5.055329260963415,0.0
2011-06-01,IWM,False,77.0,78.0,True,84.70999908447266,84.81999969482422,82.02999877929688,82.11000061035156,-0.0321781688517095,74.17,74.18,71.73,71.83,1.003810946906279,-2.7914635115533493,-4.182584333526362,0.0
2011-08-02,IWM,False,78.0,78.0,True,78.91999816894531,79.68000030517578,76.61000061035156,76.75,-0.0311790101318203,69.22,69.91,67.22,67.36,0.9983670826163913,-3.078526528756953,-2.5475321041934507,0.0
2011-08-04,IWM,False,76.0,78.0,True,76.06999969482422,76.20999908447266,72.58999633789062,72.5999984741211,-0.0603158624548381,66.76,66.88,63.7,63.75,1.0004022098696794,-5.968119506207792,-6.46632337944375,0.0
2011-08-08,IWM,False,76.0,78.0,True,69.01000213623047,71.41000366210938,65.08000183105469,65.12000274658203,-0.087060127927391,60.54,62.05,56.97,57.0,0.9168524105779856,-72.90255380481337,0.88002915029195,0.0
2011-08-09,IWM,False,74.0,77.0,True,66.91999816894531,69.62000274658203,63.7599983215332,69.45999908447266,0.0666461325989182,58.72,60.25,56.07,60.24,0.8224853060096029,-21.326215443152606,139.8625781050411,0.0
2011-08-10,IWM,False,75.0,77.0,True,67.3499984741211,69.56999969482422,65.87000274658203,66.05999755859375,-0.0489490580289823,59.11,60.43,58.17,58.21,0.6931831979340476,-142.39193389733896,21.952413163153217,0.0
2011-08-11,IWM,False,74.0,77.0,True,66.51000213623047,70.44000244140625,66.06999969482422,69.36000061035156,0.0499546347822792,58.34,61.82,57.96,61.18,1.001394519850039,-50.316775202541294,-54.56719147134081,0.0
2011-08-18,IWM,False,73.0,78.0,True,68.05999755859375,70.4000015258789,65.81999969482422,66.44999694824219,-0.0569117540212139,59.71,59.86,57.65,58.22,0.5507435077013715,-295.19511827315824,-3.1264236464179085,0.0
2011-08-23,IWM,False,75.0,78.0,False,65.45999908447266,68.30000305175781,64.86000061035156,68.19000244140625,0.0482705494594681,57.22,59.92,56.88,59.84,1.007033583259634,-2.7580533882420877,-6.634759275885305,0.0
2011-08-29,IWM,False,74.0,78.0,True,70.06999969482422,72.44999694824219,70.04000091552734,72.37999725341797,0.0473158242539013,61.48,63.57,61.45,63.49,1.002842586875703,2.926441223656262,2.0490351929769446,0.0
2011-09-02,IWM,False,77.0,78.0,True,69.36000061035156,70.04000091552734,68.0999984741211,68.45999908447266,-0.0369953212673918,60.84,61.45,59.74,60.05,1.0048881182465932,2.294130369218106,0.9669791675936956,0.0
2011-09-07,IWM,False,77.0,78.0,True,69.4000015258789,70.94999694824219,69.06999969482422,70.8499984741211,0.0377911521593243,60.87,62.25,60.58,62.19,1.011995414794871,-4.459962783780469,-7.846356116588682,0.0
2011-09-21,IWM,False,78.0,78.0,True,69.04000091552734,69.62999725341797,66.54000091552734,66.58999633789062,-0.037021043116394,60.56,61.07,58.37,58.39,0.9964977333751215,2.3502417202458936,4.0857714342790175,0.0
2011-09-28,IWM,False,76.0,78.0,True,67.79000091552734,68.12000274658203,65.0999984741211,65.19999694824219,-0.0383481708921282,59.71,59.99,57.3,57.41,1.0115905209873182,1.4791443597639287,-3.829107788181352,0.0
2011-09-30,IWM,False,74.0,78.0,True,65.1500015258789,66.18000030517578,64.23999786376953,64.30000305175781,-0.0306045337442831,57.35,58.27,56.57,56.61,0.9953240167964111,0.8310815975476338,2.268293485900852,0.0
2011-10-03,IWM,False,77.0,78.0,True,63.810001373291016,64.95999908447266,60.84999847412109,60.9900016784668,-0.0514774683700505,56.2,57.19,53.61,53.67,0.9898472715070123,4.632410705194268,11.802771014086666,0.0
2011-10-04,IWM,False,75.0,78.0,True,60.31999969482422,64.87999725341797,60.09000015258789,64.79000091552734,0.062305281726237,53.13,57.12,52.92,57.01,0.9964855030231662,5.396896866012302,8.628639637648927,0.0
2011-10-10,IWM,False,74.0,78.0,True,66.97000122070312,68.37999725341797,65.54000091552734,68.37000274658203,0.0438168358256798,59.01,60.17,58.73,60.15,0.5763345796757199,1.862922151398827,185.5274468089574,0.0
2011-10-17,IWM,False,74.0,78.0,True,70.51000213623047,70.62000274658203,68.62999725341797,68.9800033569336,-0.0303626096604823,62.11,62.2,60.43,60.7,1.0107727179117354,9.149467697038283,6.29109387974669,0.0
2011-10-24,IWM,False,77.0,78.0,True,71.44999694824219,73.58000183105469,71.16000366210938,73.41999816894531,0.0321945874307945,62.9,64.82,62.75,64.69,0.9708061664889217,-1.693394355681832,8.177209762161297,0.0
2011-10-27,IWM,False,73.0,78.0,True,75.29000091552734,76.97000122070312,72.6500015258789,76.41999816894531,0.0527621163283555,66.32,67.72,65.56,67.35,0.5673348445987269,-16.912471657520854,239.35829406179553,0.0
2011-11-01,IWM,False,77.0,78.0,True,71.18000030517578,72.97000122070312,70.95999908447266,71.38999938964844,-0.0354006576267811,62.66,64.26,62.49,62.93,0.9989790806332219,-9.757870025973725,-9.745085901172734,0.0
2011-11-09,IWM,False,76.0,78.0,True,73.31999969482422,73.91999816894531,71.81999969482422,71.94000244140625,-0.0476568497549635,64.59,65.07,63.25,63.35,0.9841838582247473,-3.621580236897737,0.8971251982559103,0.0
2011-11-23,IWM,False,75.0,77.0,True,68.9000015258789,69.08999633789062,67.37000274658203,67.4800033569336,-0.0314338290450521,60.66,60.84,59.34,59.68,0.9860767326990235,-43.1877771653899,-40.73569762560347,0.0
2011-11-28,IWM,False,72.0,78.0,True,69.08999633789062,69.91999816894531,68.91000366210938,69.79000091552734,0.0475832788690173,60.83,61.58,60.68,61.44,1.0121980462435398,4.151808085919306,2.42482669981392,0.0
2011-11-30,IWM,False,73.0,78.0,True,72.55999755859375,73.79000091552734,69.6500015258789,73.7300033569336,0.0584266362454706,63.93,64.89,63.52,64.84,0.376289012756447,-0.425832735320153,370.28296198301945,0.0
2011-12-08,IWM,False,72.0,77.0,True,73.9000015258789,74.18000030517578,72.22000122070312,72.36000061035156,-0.031065876879267,65.06,65.3,63.74,63.83,0.9022823194248584,-20.70024736500975,5.257841074064462,0.0
2011-12-09,IWM,False,71.0,78.0,True,72.5,74.97000122070312,72.37999725341797,74.54000091552734,0.0301271460307854,63.86,66.01,63.76,65.64,0.9865132215234286,-1.311553836411683,3.4675451009857916,0.0
2011-12-20,IWM,False,72.0,78.0,True,72.55000305175781,73.97000122070312,72.51000213623047,73.86000061035156,0.0401351695308143,63.9,65.11,63.87,65.01,0.964935407074139,0.48839810608214407,7.558537140368582,0.0
2012-06-01,IWM,False,75.0,78.0,True,74.4000015258789,75.01000213623047,73.70999908447266,73.81999969482422,-0.0300880422699127,66.06,66.61,65.4,65.5,1.048995771542321,8.131312029378002,-0.36652819053184515,0.0
2013-04-15,IWM,False,76.0,78.0,True,93.05999755859376,93.1500015258789,89.79000091552734,90.11000061035156,-0.0376975523526872,84.28,84.36,81.43,81.63,0.9626124186518611,-2.8340609371990677,11.050564325110201,0.0
2014-02-03,IWM,False,76.0,78.0,True,111.87000274658205,112.1999969482422,108.1500015258789,108.6500015258789,-0.0312945971970954,102.48,102.78,99.09,99.58,0.9940985690057322,-5.21668676413789,-3.20207627377167,0.0
2014-12-17,IWM,False,74.0,78.0,True,113.63999938964844,116.98999786376952,113.48999786376952,116.88999938964844,0.030866919647585,105.03,108.12,104.89,108.08,0.9980826319883814,-4.849810038514146,-4.408065865323385,0.0
2015-08-24,IWM,True,78.0,78.0,True,109.51000213623048,114.91999816894533,108.26000213623048,110.54000091552734,-0.0390332775051515,101.65,106.08,100.44,102.66,0.9118498635151066,-60.693011123120755,-10.198088976767217,0.0
2016-01-13,IWM,False,74.0,78.0,True,103.91000366210938,104.41999816894533,99.6500015258789,100.37999725341795,-0.0321087827639683,96.47,96.89,92.74,93.16,0.9374491570868194,-2.0036412564006234,27.841975397495666,0.0
2016-01-29,IWM,False,77.0,78.0,True,100.04000091552734,102.9800033569336,99.95999908447266,102.95999908447266,0.0328016507471586,92.84,95.56,92.76,95.55,0.9990525039408665,-0.896170329366397,-0.6369868211542062,0.0
2016-06-24,IWM,False,76.0,78.0,True,111.94000244140624,114.04000091552734,111.5,112.37999725341795,-0.0380072115477241,103.86,105.68,103.47,104.29,0.9375722618196304,-14.221185773725109,-0.32393647830586403,0.0
2016-06-27,IWM,False,78.0,78.0,True,111.06999969482422,111.06999969482422,108.19000244140624,108.69000244140624,-0.0328349786634247,103.1,103.1,100.4,100.86,1.0102813252562501,3.0520654614885068,0.39644166663688196,0.0
2016-09-09,IWM,False,76.0,78.0,True,124.18000030517578,124.20999908447266,121.20999908447266,121.25,-0.0312400411289942,115.87,115.9,113.11,113.15,0.9965753424657557,-1.0576050851096586,-0.23616368981183022,0.0
2016-11-09,IWM,False,78.0,78.0,True,118.08000183105467,122.83000183105467,118.0500030517578,122.54000091552734,0.0307873801032085,110.47,114.96,110.45,114.69,1.008094122494776,-0.1238021849447879,-3.4062309924043355,0.0
2018-02-05,IWM,True,75.0,78.0,True,152.6699981689453,153.7899932861328,147.86000061035156,147.9199981689453,-0.0384190573474743,145.39,146.47,140.82,140.95,0.999898929510285,-5.008798432671879,-5.1691437950751595,0.0
2018-10-24,IWM,False,76.0,76.0,True,151.42999267578125,151.97999572753906,145.82000732421875,145.9499969482422,-0.0376500499537688,145.44,145.98,140.93,140.93,0.8490086633924796,-52.64609033909462,8.914388800873585,0.0
2018-12-04,IWM,False,75.0,78.0,True,153.75,154.1300048828125,147.13999938964844,147.52000427246094,-0.0425752692149279,147.68,148.05,141.32,141.73,1.0021360292091834,-2.0640839433594405,-3.1768780023455623,0.0
2018-12-26,IWM,False,77.0,78.0,True,126.27999877929688,132.10000610351562,125.80999755859376,131.92999267578125,0.0480616106956501,121.7,127.31,121.24,127.14,1.001379708661744,0.4838238338833456,-0.18178731224560707,0.0
2019-01-04,IWM,False,78.0,78.0,True,133.9199981689453,137.60000610351562,133.7100067138672,137.19000244140625,0.037353515625,129.06,132.61,128.86,132.25,1.0000196128424892,-2.6567147429401583,-2.739711957988611,0.0
2019-03-22,IWM,False,72.0,78.0,True,154.1999969482422,154.5399932861328,149.57000732421875,149.6199951171875,-0.0363882849217872,149.0,149.35,144.52,144.55,1.005920152717816,3.1291989725024116,1.2659999995290327,0.0
2019-05-13,IWM,False,77.0,78.0,True,153.69000244140625,154.02000427246094,151.16000366210938,151.6300048828125,-0.0318604928485749,148.52,148.84,146.07,146.52,1.002309582047412,0.7085124188543901,0.28493665045647987,0.0
2019-08-05,IWM,False,75.0,78.0,True,149.77999877929688,149.9199981689453,146.2100067138672,148.0,-0.0300170518815823,145.24,145.37,141.82,143.48,0.9870196323484928,1.9705067363395834,5.314197806811638,0.0
2019-08-23,IWM,False,77.0,78.0,True,149.22000122070312,150.11000061035156,144.92999267578125,145.42999267578125,-0.0306605754911889,144.7,145.56,140.54,141.0,0.9995583736576708,1.549524586845763,1.7627504944583983,0.0
2020-02-24,IWM,False,77.0,78.0,True,161.86000061035156,167.05999755859375,161.10000610351562,162.07000732421875,-0.0301017270830072,158.06,159.05,157.33,158.19,0.29566943780151894,-245.95334807912207,5.518780628326336,0.0
2020-02-25,IWM,False,76.0,78.0,True,162.52000427246094,162.75999450683594,155.9600067138672,156.30999755859375,-0.0355402573290577,158.72,158.97,152.33,152.77,0.9990992293080003,-6.532938104887309,-6.425036097905679,0.0
2020-02-27,IWM,False,77.0,78.0,True,151.35000610351562,155.00999450683594,148.82000732421875,149.05999755859375,-0.0352103717890371,147.81,151.39,145.35,145.59,0.9990259116339598,-0.7586303855555698,-0.38502448644339715,0.0
2020-03-02,IWM,False,78.0,78.0,True,147.97000122070312,151.22999572753906,145.38999938964844,151.02999877929688,0.0321191614120839,144.51,147.7,142.0,147.61,0.9986417522754513,-7.135603217409692,-6.876646474353043,0.0
2020-03-05,IWM,False,77.0,78.0,True,148.83999633789062,152.47999572753906,145.49000549316406,147.32000732421875,-0.0318085976695851,145.38,146.37,142.1,143.83,0.6256962575344264,-167.7830445218387,3.988158027992128,0.0
2020-03-09,IWM,True,74.0,78.0,True,134.1300048828125,136.1699981689453,130.25999450683594,130.36000061035156,-0.0972298745123052,130.99,133.01,127.22,127.63,1.0006504576335153,-23.12694259916981,-24.47134911537252,0.0
2020-03-10,IWM,False,77.0,78.0,False,134.7100067138672,134.8000030517578,128.02000427246094,134.42999267578125,0.0312211724944293,131.14,131.61,125.04,131.29,0.992202416744922,-3.1422185646801104,0.8210043266121403,0.0
2020-03-11,IWM,False,78.0,78.0,True,130.9199981689453,132.27000427246094,124.16999816894533,125.87999725341795,-0.0636018439946224,127.88,129.19,121.27,123.0,1.000671310860859,-4.1634966447878785,-4.8730123912410495,0.0
2020-03-12,IWM,True,74.0,78.0,True,116.7699966430664,119.9000015258789,111.5999984741211,111.97000122070312,-0.1105020363538111,114.04,117.1,109.01,109.13,1.000064007683817,20.634789415721055,22.12185193975147,0.0
2020-03-13,IWM,False,74.0,78.0,False,118.30999755859376,119.95999908447266,109.5500030517578,119.47000122070312,0.0669822266520905,114.28,117.16,106.99,116.9,0.9984233882658655,-18.6963876448798,-18.974836767515768,0.0
2020-03-16,IWM,True,72.0,78.0,False,108.62000274658205,111.3000030517578,101.43000030517578,103.62000274658205,-0.1326692752337096,103.51,108.71,99.07,100.88,1.0032248618523019,32.58494138948631,32.617668468315486,0.0
2020-03-17,IWM,False,75.0,78.0,True,104.95999908447266,110.5,100.61000061035156,108.37000274658205,0.0458405701032147,102.53,107.61,98.25,106.32,0.9646587331861919,-73.76689549886461,-46.27761507006611,0.0
2020-03-18,IWM,False,74.0,77.0,True,103.0500030517578,106.77999877929688,96.25,99.97000122070312,-0.0775122387467489,100.63,104.28,94.0,95.47,1.0222745963716156,226.19066494705908,226.56752416530645,0.0
2020-03-19,IWM,False,76.0,78.0,True,99.66000366210938,106.8000030517578,95.69000244140624,103.87000274658205,0.0390117182980611,97.33,104.3,93.47,101.44,0.9981487710595135,-0.1394000341581325,1.9937675582171188,0.0
2020-03-24,IWM,False,73.0,78.0,True,105.37000274658205,109.33000183105467,99.93000030517578,109.04000091552734,0.0914914839844196,102.92,106.79,102.29,106.63,0.4895432051466559,-11.559925816637673,467.51825929942424,0.0
2020-03-26,IWM,False,76.0,78.0,True,111.54000091552734,117.5999984741211,111.1999969482422,116.80999755859376,0.0621987474944476,109.36,115.3,109.04,114.59,0.9970743661885314,-5.633146644508091,-4.273538140872057,0.0
2020-03-27,IWM,False,76.0,78.0,True,112.25,116.0199966430664,110.87000274658205,112.55999755859376,-0.0363838720043473,110.06,113.25,108.71,110.34,0.8992909727466141,-42.35916558345099,2.4533101941459634,0.0
2020-04-01,IWM,False,77.0,78.0,True,108.6999969482422,110.37999725341795,105.52999877929688,106.66000366210938,-0.0681460377839667,106.58,108.22,103.46,104.56,1.0011551147308178,1.2243677188261692,0.7497646123133528,0.0
2020-04-06,IWM,False,75.0,78.0,True,109.08999633789062,113.33999633789062,109.0199966430664,112.62999725341795,0.0765627441841911,106.91,111.12,106.9,110.39,0.9966738759250169,3.0716282374831927,4.511345608333439,0.0
2020-04-08,IWM,False,75.0,78.0,True,114.87999725341795,119.23999786376952,113.29000091552734,118.06999969482422,0.0456075239938786,112.65,116.83,111.33,115.86,0.9420023461981449,-15.221039226009925,14.43994998012288,0.0
2020-04-09,IWM,False,75.0,78.0,True,121.91999816894533,124.61000061035156,121.33000183105467,123.72000122070312,0.0478529816251587,119.54,122.19,118.96,121.29,1.0044857031477237,2.249561371372444,1.097723838798803,0.0
2020-04-15,IWM,False,73.0,78.0,True,117.86000061035156,119.11000061035156,116.66000366210938,117.8000030517578,-0.040794679638729,115.56,116.79,114.41,115.49,0.9908600850302587,1.343692968949206,3.291401475475908,0.0
2020-04-17,IWM,False,77.0,78.0,True,121.9000015258789,122.72000122070312,120.05999755859376,122.05999755859376,0.044050925799034,119.52,120.32,117.72,119.73,0.9964637123330867,-4.768742378880031,-4.090910370669887,0.0
2020-04-27,IWM,False,76.0,78.0,True,123.9499969482422,128.44000244140625,123.86000061035156,127.26000213623048,0.0396209323505016,121.53,125.93,121.44,124.9,0.9988727770875914,-10.163369316581461,-10.122366733635868,0.0
2020-04-29,IWM,False,77.0,78.0,True,133.49000549316406,136.85000610351562,131.8800048828125,135.4600067138672,0.0491829143636957,130.87,134.18,129.31,132.71,1.0001840152014667,8.071745392537188,8.306587867121795,0.0
2020-04-30,IWM,False,76.0,78.0,True,131.89999389648438,132.94000244140625,130.13999938964844,130.30999755859375,-0.0380186689799286,129.32,130.33,127.6,127.78,0.9943035619331682,-2.2202353740974345,-1.0423978559748193,0.0
2020-05-01,IWM,False,76.0,78.0,True,127.1500015258789,127.45999908447266,123.29000091552734,125.13999938964844,-0.0396746087468893,124.66,124.97,120.87,122.86,1.0014600517978487,-13.403651556359586,-14.350827603207827,0.0
2020-05-08,IWM,False,76.0,78.0,True,130.16000366210938,132.75,129.19000244140625,132.36000061035156,0.0386063879056139,127.62,130.14,126.67,129.73,0.994480145655329,2.1327676683569052,3.7126060749170797,0.0
2020-05-12,IWM,False,78.0,78.0,True,132.25999450683594,132.2899932861328,126.83999633789062,126.97000122070312,-0.0359149266297852,129.67,129.7,124.35,124.41,1.0018515088876911,5.961219787746774,5.421811476489236,0.0
2020-05-13,IWM,False,74.0,78.0,True,125.6500015258789,126.08000183105467,120.41000366210938,122.72000122070312,-0.0334724734909037,123.2,123.61,118.13,120.25,0.9863428613473428,5.4739561366590195,12.162742851320463,0.0
2020-05-18,IWM,False,76.0,78.0,True,131.4499969482422,133.38999938964844,130.8300018310547,132.67999267578125,0.0607610388029242,128.89,130.78,128.28,130.13,0.9956999071346566,-3.543705519959417,-2.7716318864112743,0.0
2020-05-20,IWM,False,75.0,78.0,True,132.72999572753906,134.97999572753906,132.3800048828125,134.0,0.0302937299351495,130.12,132.35,129.79,131.34,1.0045601197624079,3.7383005552893422,2.9160982203624286,0.0
2020-05-27,IWM,False,76.0,78.0,True,141.57000732421875,143.5,137.3300018310547,143.08999633789062,0.0310563308582239,138.8,140.7,134.65,140.26,1.000335721451534,2.7089982422934256,2.6798750123768755,0.0
2020-06-05,IWM,False,75.0,78.0,True,150.86000061035156,152.32000732421875,149.5500030517578,150.17999267578125,0.0386610172174528,148.01,149.35,146.79,147.23,0.9427038768556834,1.4747243245372132,12.114577345343491,0.0
2020-06-11,IWM,False,77.0,78.0,True,140.14999389648438,141.02999877929688,134.77000427246094,135.02999877929688,-0.0762757863944788,137.41,138.27,132.14,132.55,0.9975554692798794,-12.265426312622063,-11.699677369688688,0.0
2020-06-24,IWM,False,77.0,78.0,True,141.10000610351562,141.60000610351562,136.30999755859375,138.36000061035156,-0.0324475481793596,138.81,139.31,134.1,136.08,1.0013769821624703,3.1153026275898554,2.7018150071200786,0.0
2020-06-29,IWM,False,76.0,78.0,True,138.7100067138672,141.99000549316406,137.10000610351562,141.13999938964844,0.0327065287231329,136.65,139.54,134.88,139.04,0.9673585263145059,-24.11819908462509,-13.336070569813785,0.0
2020-07-15,IWM,False,77.0,78.0,True,145.4199981689453,147.77999877929688,144.7899932861328,147.02999877929688,0.036663589375373,143.07,145.38,142.44,144.63,0.9995923220958118,0.8421670380487356,0.9437464045913835,0.0
2020-09-21,IWM,False,78.0,78.0,True,149.82000732421875,150.25999450683594,146.3300018310547,147.9199981689453,-0.0350316090572448,147.39,147.82,143.95,145.61,1.0003567684352508,-6.318133709937168,-6.583637653718721,0.0
2020-09-23,IWM,False,74.0,78.0,True,148.41000366210938,149.42999267578125,143.97999572753906,144.07000732421875,-0.0334763874688344,146.55,147.57,142.19,142.32,0.9992948742260799,-3.040209860959431,-2.888381833842102,0.0
2020-10-28,IWM,False,77.0,78.0,True,154.66000366210938,155.44000244140625,153.0399932861328,153.30999755859375,-0.0307876807604198,152.74,153.5,151.13,151.4,0.9999540625526854,-0.22595098705391337,-0.2222903850657154,0.0
2020-11-09,IWM,False,76.0,78.0,True,176.9499969482422,178.10000610351562,169.3300018310547,169.5500030517578,0.0362425627156579,174.01,175.89,167.47,167.57,0.9714351613639187,-7.394392433268671,7.017044932737804,0.0
2021-01-06,IWM,False,77.0,78.0,True,199.47999572753903,206.77999877929688,199.16000366210935,204.52999877929688,0.0409180775681363,197.61,204.84,197.29,202.59,1.0003023058037013,1.0419753426105238,0.966177791996703,0.0
2021-02-25,IWM,False,76.0,78.0,True,226.7899932861328,227.58999633789065,218.00999450683597,218.6100006103516,-0.036960349734134,224.5,225.45,216.01,216.45,0.9952194098665704,4.825220326873936,7.1379869641341465,0.0
2021-03-01,IWM,False,77.0,78.0,True,223.47999572753903,226.7100067138672,222.94000244140625,226.07000732421875,0.0355458286491998,221.39,224.58,220.85,224.01,0.9984872687608102,-2.856408575451219,-2.6489027025344836,0.0
2021-03-18,IWM,False,78.0,78.0,True,230.8000030517578,232.92999267578125,224.6100006103516,225.2400054931641,-0.0304334386799107,228.64,230.74,222.49,223.18,1.0007400769270418,-2.5847487295882488,-2.954631772655869,0.0
2021-03-23,IWM,False,77.0,78.0,True,223.16000366210935,223.8600006103516,216.02999877929688,217.05999755859372,-0.0362740235489262,221.07,221.76,214.0,215.08,1.000183356977886,-2.6135919702285904,-2.7747792351195955,0.0
2021-05-12,IWM,False,77.0,78.0,True,217.1000061035156,218.7700042724609,211.5399932861328,211.8500061035156,-0.0324716861177428,215.46,217.12,209.94,210.26,1.0005926486254337,-0.37126648073426693,-0.5865109872560392,0.0
2021-07-20,IWM,False,75.0,78.0,True,212.1999969482422,219.2700042724609,211.25999450683597,218.3000030517578,0.0310301207046415,210.92,217.95,209.98,216.9,1.0014273899989012,3.9575003016945054,3.5663497554905277,0.0
2021-11-26,IWM,False,41.0,42.0,True,224.9600067138672,226.1699981689453,219.63999938964844,222.8500061035156,-0.0376975371729545,224.28,225.49,218.97,222.32,1.0008491212341872,-6.297689998207012,-6.7373709055817965,0.0
2022-01-05,IWM,False,75.0,78.0,False,224.8699951171875,225.91000366210935,217.32000732421875,217.3600006103516,-0.0338696562445296,224.98,225.91,217.32,217.36,1.0000004291306002,-0.00013402457366140652,-0.0003089443800785574,0.0
2022-01-18,IWM,False,73.0,76.0,True,212.1999969482422,212.44000244140625,207.52999877929688,207.8300018310547,-0.0302365535969333,212.25,212.44,208.03,208.55,0.8950655061145858,-34.52412166734309,-10.514224505098202,0.0
2022-01-31,IWM,False,74.0,78.0,True,194.38999938964844,201.2400054931641,193.8500061035156,201.2400054931641,0.0306786452914933,194.39,201.17,193.85,201.1,0.9912174258585029,3.480855295872054,6.961668670746324,0.0
2007-02-27,SPY,False,71.0,78.0,True,143.8800048828125,144.1999969482422,139.0,139.5,-0.0390576444200729,107.77,107.81,104.31,104.98,0.8944016562543422,-65.14726252170976,-28.080031688118012,0.0
2007-11-13,SPY,False,78.0,78.0,True,145.3699951171875,148.30999755859375,145.22000122070312,148.0800018310547,0.030480201641132,110.23,112.55,110.19,112.48,1.005483947938869,-9.294092028991896,-10.658728436859777,0.0
2007-11-28,SPY,False,75.0,78.0,True,144.19000244140625,147.47000122070312,144.13999938964844,147.1300048828125,0.0319842696523389,109.45,111.91,109.39,111.75,0.9963450925615389,-8.770624629913515,-8.128871549998307,0.0
2008-03-11,SPY,False,78.0,78.0,True,130.72000122070312,132.72000122070312,128.9499969482422,132.60000610351562,0.0359375476837158,99.83,101.26,98.4,101.18,0.9941983996701438,-1.1416710294775978,0.5211167233110103,0.0
